sim	toetseenheid	functie	toetshoogte	volume	oppervlakte	percentage
10	1139	akkerbouw	0	0	0	0
10	1139	hoogwaardig	0	0	0	0
10	1139	stedelijk	0	0	0	0
10	1141	grasland	0	0	0	0
10	1141	akkerbouw	0	0	0	0
10	1141	hoogwaardig	0	0	0	0
10	1141	stedelijk	0	0	0	0
10	1994	grasland	1.48	0	0	0
10	1994	akkerbouw	1.64	0	0	0
10	1994	hoogwaardig	0.86	0	0	0
10	1994	stedelijk	0	0	0	0
10	1154	grasland	0	0	0	0
10	1154	akkerbouw	0	0	0	0
10	1154	hoogwaardig	0.77	0	0	0
10	1154	stedelijk	0	0	0	0
