sim	toetseenheid	functie	toetshoogte	volume	oppervlakte	percentage
9	1965	hoogwaardig	-0.16	47.83	75	5.45
9	1965	stedelijk	0	0	0	0
9	1112	grasland	1.13	0	0	0
9	1112	akkerbouw	1.04	0	0	0
9	1112	hoogwaardig	0.93	0	0	0
9	1112	stedelijk	1.03	0	0	0
9	1947	grasland	1.37	0	0	0
9	1947	akkerbouw	1.42	0	0	0
9	1947	hoogwaardig	1.13	0	0	0
9	1947	stedelijk	0	0	0	0
9	1961	grasland	1.13	0	0	0
9	1961	akkerbouw	0	0	0	0
9	1961	hoogwaardig	0	0	0	0
9	1961	stedelijk	0	0	0	0
9	1123	grasland	1.63	0	0	0
9	1123	akkerbouw	0	0	0	0
9	1123	hoogwaardig	1.72	0	0	0
9	1123	stedelijk	1.82	0	0	0
9	1949	grasland	1.18	0	0	0
9	1949	akkerbouw	0	0	0	0
9	1949	hoogwaardig	0.99	0	0	0
9	1949	stedelijk	1.74	0	0	0
9	1109	grasland	1.13	0	0	0
9	1109	akkerbouw	1.3	0	0	0
9	1109	hoogwaardig	1.14	0	0	0
9	1109	stedelijk	1.53	0	0	0
9	1948	grasland	1.23	0	0	0
9	1948	akkerbouw	1.76	0	0	0
9	1948	hoogwaardig	1.11	0	0	0
9	1948	stedelijk	0	0	0	0
9	1107	grasland	1.44	0	0	0
9	1107	akkerbouw	1.41	0	0	0
9	1107	hoogwaardig	1.74	0	0	0
9	1107	stedelijk	1.95	0	0	0
9	1950	grasland	1.04	0	0	0
9	1950	akkerbouw	-0.05	16.56	25	10
9	1950	hoogwaardig	0.55	188	650	1.62
9	1950	stedelijk	1.04	0	0	0
9	671	grasland	1	0	0	0
9	671	akkerbouw	1.38	0	0	0
9	671	hoogwaardig	1.02	0	0	0
9	671	stedelijk	2.75	0	0	0
9	1099	grasland	0	0	0	0
9	1099	akkerbouw	0	0	0	0
9	1099	hoogwaardig	0.51	0	0	0
9	1099	stedelijk	0	0	0	0
9	1835	grasland	1.16	0	0	0
9	1835	akkerbouw	0.96	0	0	0
9	1835	hoogwaardig	1.19	0	0	0
9	1835	stedelijk	0	0	0	0
9	1951	grasland	1.06	0	0	0
9	1951	akkerbouw	1.12	0	0	0
9	1951	hoogwaardig	1.11	0	0	0
9	1951	stedelijk	1.09	0	0	0
9	1836	grasland	1.1	0	0	0
9	1836	akkerbouw	1.4	0	0	0
9	1836	hoogwaardig	1.25	0	0	0
9	1836	stedelijk	1.36	0	0	0
9	1992	grasland	0	0	0	0
9	1992	akkerbouw	0	0	0	0
9	1992	hoogwaardig	1.37	0	0	0
9	1992	stedelijk	0	0	0	0
9	1106	grasland	1.43	0	0	0
9	1106	akkerbouw	2.26	0	0	0
9	1106	hoogwaardig	2.21	0	0	0
9	1106	stedelijk	0	0	0	0
9	1976	grasland	0	0	0	0
9	1976	akkerbouw	0	0	0	0
9	1976	hoogwaardig	2.24	0	0	0
9	1976	stedelijk	0	0	0	0
9	1838	grasland	1.09	0	0	0
9	1838	akkerbouw	0	0	0	0
9	1838	hoogwaardig	1.31	0	0	0
9	1838	stedelijk	3.54	0	0	0
9	1105	grasland	1.11	0	0	0
9	1105	akkerbouw	1.39	0	0	0
9	1105	hoogwaardig	1.31	0	0	0
9	1105	stedelijk	1.56	0	0	0
9	1974	grasland	0	0	0	0
9	1974	akkerbouw	0	0	0	0
9	1974	hoogwaardig	0	0	0	0
9	1974	stedelijk	0	0	0	0
9	1939	grasland	1.06	0	0	0
9	1939	akkerbouw	0	0	0	0
9	1939	hoogwaardig	1.38	0	0	0
9	1939	stedelijk	0	0	0	0
9	1104	grasland	1.22	0	0	0
9	1104	akkerbouw	0	0	0	0
9	1104	hoogwaardig	2.11	0	0	0
9	1104	stedelijk	2.16	0	0	0
9	1102	grasland	1.46	0	0	0
9	1102	akkerbouw	0	0	0	0
9	1102	hoogwaardig	1.69	0	0	0
9	1102	stedelijk	0	0	0	0
9	1108	grasland	1.17	0	0	0
9	1108	akkerbouw	1.68	0	0	0
9	1108	hoogwaardig	1.33	0	0	0
9	1108	stedelijk	0	0	0	0
9	1938	grasland	1.03	0	0	0
9	1938	akkerbouw	1.36	0	0	0
9	1938	hoogwaardig	0.68	117.87	450	1.2
9	1938	stedelijk	1.1	0	0	0
9	1101	grasland	1.4	0	0	0
9	1101	akkerbouw	0	0	0	0
9	1101	hoogwaardig	1.65	0	0	0
9	1101	stedelijk	0	0	0	0
9	1111	grasland	1.08	0	0	0
9	1111	akkerbouw	1.02	0	0	0
9	1111	hoogwaardig	1.12	0	0	0
9	1111	stedelijk	1.39	0	0	0
9	1100	grasland	1.45	0	0	0
9	1100	akkerbouw	1.57	0	0	0
9	1100	hoogwaardig	1.55	0	0	0
9	1100	stedelijk	1.54	0	0	0
9	1946	grasland	1.19	0	0	0
9	1946	akkerbouw	0	0	0	0
9	1946	hoogwaardig	0.36	10.08	25	3.33
9	1946	stedelijk	0	0	0	0
9	1103	grasland	1.23	0	0	0
9	1103	akkerbouw	2.24	0	0	0
9	1103	hoogwaardig	0	0	0	0
9	1103	stedelijk	2.36	0	0	0
9	1937	grasland	0.95	0	0	0
9	1937	akkerbouw	0.87	0	0	0
9	1937	hoogwaardig	0.25	1130.85	2350	1.95
9	1937	stedelijk	0.05	17.51	25	16.67
9	1945	grasland	0.95	0	0	0
9	1945	akkerbouw	1.51	0	0	0
9	1945	hoogwaardig	0.77	0	0	0
9	1945	stedelijk	1.64	0	0	0
9	1414	grasland	1.2	0	0	0
9	1414	akkerbouw	1.09	0	0	0
9	1414	hoogwaardig	0.7	0	0	0
9	1414	stedelijk	1.1	0	0	0
9	1995	grasland	1.14	0	0	0
9	1995	akkerbouw	1.2	0	0	0
9	1995	hoogwaardig	1.04	0	0	0
9	1995	stedelijk	1.4	0	0	0
9	1296	grasland	0	0	0	0
9	1296	akkerbouw	0	0	0	0
9	1296	hoogwaardig	0	0	0	0
9	1296	stedelijk	0	0	0	0
9	1125	grasland	0.98	0	0	0
9	1125	akkerbouw	1.1	0	0	0
9	1125	hoogwaardig	0.68	50.99	400	1.5
9	1125	stedelijk	1.51	0	0	0
9	1413	grasland	1.36	0	0	0
9	1413	akkerbouw	0	0	0	0
9	1413	hoogwaardig	0.45	0	0	0
9	1413	stedelijk	0	0	0	0
9	1411	grasland	1.25	0	0	0
9	1411	akkerbouw	1.18	0	0	0
9	1411	hoogwaardig	1.07	0	0	0
9	1411	stedelijk	1.2	0	0	0
9	1126	grasland	1.04	0	0	0
9	1126	akkerbouw	0.8	0	0	0
9	1126	hoogwaardig	0.7	98.79	650	3.19
9	1126	stedelijk	1.42	0	0	0
9	1110	grasland	1.09	0	0	0
9	1110	akkerbouw	1.33	0	0	0
9	1110	hoogwaardig	0.88	0	0	0
9	1110	stedelijk	0	0	0	0
9	1257	grasland	1.23	0	0	0
9	1257	akkerbouw	0.71	0	0	0
9	1257	hoogwaardig	0.76	0	0	0
9	1257	stedelijk	0.62	0	0	0
9	1119	grasland	0	0	0	0
9	1119	akkerbouw	0	0	0	0
9	1119	hoogwaardig	0	0	0	0
9	1119	stedelijk	0	0	0	0
9	1127	grasland	1	0	0	0
9	1127	akkerbouw	0	0	0	0
9	1127	hoogwaardig	0.5	39.9	200	6.78
9	1127	stedelijk	1.05	0	0	0
9	1255	grasland	1.14	0	0	0
9	1255	akkerbouw	1.25	0	0	0
9	1255	hoogwaardig	1.08	0	0	0
9	1255	stedelijk	1.33	0	0	0
9	1113	grasland	0	0	0	0
9	1113	akkerbouw	0	0	0	0
9	1113	hoogwaardig	2.58	0	0	0
9	1113	stedelijk	0	0	0	0
9	1114	grasland	1.37	0	0	0
9	1114	akkerbouw	0	0	0	0
9	1114	hoogwaardig	0.92	0	0	0
9	1114	stedelijk	0	0	0	0
9	1122	grasland	0	0	0	0
9	1122	akkerbouw	0	0	0	0
9	1122	hoogwaardig	0	0	0	0
9	1122	stedelijk	0	0	0	0
9	1134	grasland	1.12	0	0	0
9	1134	akkerbouw	0	0	0	0
9	1134	hoogwaardig	1.36	0	0	0
9	1134	stedelijk	0	0	0	0
9	1121	grasland	0	0	0	0
9	1121	akkerbouw	0	0	0	0
9	1121	hoogwaardig	0	0	0	0
9	1121	stedelijk	0	0	0	0
9	1131	grasland	1.11	0	0	0
9	1131	akkerbouw	1.12	0	0	0
9	1131	hoogwaardig	0.75	0	0	0
9	1131	stedelijk	1.15	0	0	0
9	1129	grasland	1.2	0	0	0
9	1129	akkerbouw	0	0	0	0
9	1129	hoogwaardig	1.14	0	0	0
9	1129	stedelijk	1.45	0	0	0
9	1116	grasland	0	0	0	0
9	1116	akkerbouw	0	0	0	0
9	1116	hoogwaardig	0	0	0	0
9	1116	stedelijk	0	0	0	0
9	1117	grasland	1.16	0	0	0
9	1117	akkerbouw	1.21	0	0	0
9	1117	hoogwaardig	0.06	75.32	200	1.49
9	1117	stedelijk	1.26	0	0	0
9	1128	grasland	1.07	0	0	0
9	1128	akkerbouw	0.96	0	0	0
9	1128	hoogwaardig	0.65	110.79	1625	4.36
9	1128	stedelijk	1.54	0	0	0
9	1252	grasland	1.11	0	0	0
9	1252	akkerbouw	1.64	0	0	0
9	1252	hoogwaardig	1.1	0	0	0
9	1252	stedelijk	0	0	0	0
9	1135	grasland	1.02	0	0	0
9	1135	akkerbouw	-0.13	15.76	25	20
9	1135	hoogwaardig	0.59	7.28	25	2.86
9	1135	stedelijk	1.02	0	0	0
9	1132	grasland	1.17	0	0	0
9	1132	akkerbouw	1.45	0	0	0
9	1132	hoogwaardig	0.86	0	0	0
9	1132	stedelijk	0	0	0	0
9	1120	grasland	0.87	0	0	0
9	1120	akkerbouw	0	0	0	0
9	1120	hoogwaardig	0	0	0	0
9	1120	stedelijk	0	0	0	0
9	1136	grasland	1.09	0	0	0
9	1136	akkerbouw	1.02	0	0	0
9	1136	hoogwaardig	0.93	0	0	0
9	1136	stedelijk	0.96	0	0	0
9	1993	grasland	1.11	0	0	0
9	1993	akkerbouw	1.02	0	0	0
9	1993	hoogwaardig	0.83	0	0	0
9	1993	stedelijk	0.98	0	0	0
9	1152	grasland	1.15	0	0	0
9	1152	akkerbouw	1.45	0	0	0
9	1152	hoogwaardig	1.03	0	0	0
9	1152	stedelijk	0	0	0	0
9	1137	grasland	1.08	0	0	0
9	1137	akkerbouw	1.25	0	0	0
9	1137	hoogwaardig	0.59	117.43	300	1.64
9	1137	stedelijk	1.35	0	0	0
9	1145	grasland	1.08	0	0	0
9	1145	akkerbouw	1.18	0	0	0
9	1145	hoogwaardig	0.14	176.31	900	15.58
9	1145	stedelijk	0	0	0	0
9	1256	grasland	1	0	0	0
9	1256	akkerbouw	0.48	0	0	0
9	1256	hoogwaardig	0.95	0	0	0
9	1256	stedelijk	1.84	0	0	0
9	1416	grasland	-0.27	76.31	575	13.69
9	1416	akkerbouw	0.81	0	0	0
9	1416	hoogwaardig	-0.27	753.21	4300	12.82
9	1416	stedelijk	0.17	0	0	0
9	1991	grasland	0.95	0	0	0
9	1991	akkerbouw	0	0	0	0
9	1991	hoogwaardig	0	0	0	0
9	1991	stedelijk	0	0	0	0
9	1130	grasland	0.77	0	0	0
9	1130	akkerbouw	1.19	0	0	0
9	1130	hoogwaardig	0.47	205.73	875	1.83
9	1130	stedelijk	0.45	5.42	25	6.25
9	1146	grasland	1.08	0	0	0
9	1146	akkerbouw	1.32	0	0	0
9	1146	hoogwaardig	0.97	0	0	0
9	1146	stedelijk	1.47	0	0	0
9	1253	grasland	1.09	0	0	0
9	1253	akkerbouw	1.11	0	0	0
9	1253	hoogwaardig	1	0	0	0
9	1253	stedelijk	1.21	0	0	0
9	1254	grasland	1.03	0	0	0
9	1254	akkerbouw	0.98	0	0	0
9	1254	hoogwaardig	0.97	0	0	0
9	1254	stedelijk	1.01	0	0	0
9	1289	grasland	1.12	0	0	0
9	1289	akkerbouw	0.6	0	0	0
9	1289	hoogwaardig	0.23	0	0	0
9	1289	stedelijk	0	0	0	0
9	1153	grasland	1.1	0	0	0
9	1153	akkerbouw	1.73	0	0	0
9	1153	hoogwaardig	0.75	0	0	0
9	1153	stedelijk	1.19	0	0	0
9	1139	grasland	0	0	0	0
9	1139	akkerbouw	0	0	0	0
9	1139	hoogwaardig	0	0	0	0
9	1139	stedelijk	0	0	0	0
9	1141	grasland	0	0	0	0
9	1141	akkerbouw	0	0	0	0
9	1141	hoogwaardig	0	0	0	0
9	1141	stedelijk	0	0	0	0
9	1994	grasland	1.52	0	0	0
9	1994	akkerbouw	0	0	0	0
9	1994	hoogwaardig	0.88	0	0	0
9	1994	stedelijk	1.56	0	0	0
9	1154	grasland	0	0	0	0
9	1154	akkerbouw	0	0	0	0
9	1154	hoogwaardig	0.78	0	0	0
9	1154	stedelijk	0	0	0	0
10	1156	grasland	1.02	0	0	0
10	1156	akkerbouw	1.01	0	0	0
10	1156	hoogwaardig	0.4	6527.74	28675	27.21
10	1156	stedelijk	1.45	0	0	0
10	1155	grasland	1.12	0	0	0
10	1155	akkerbouw	1.02	0	0	0
10	1155	hoogwaardig	1.15	0	0	0
10	1155	stedelijk	0.98	0	0	0
10	1959	grasland	1.13	0	0	0
10	1959	akkerbouw	1.24	0	0	0
10	1959	hoogwaardig	1.23	0	0	0
10	1959	stedelijk	1.06	0	0	0
10	1962	grasland	1.2	0	0	0
10	1962	akkerbouw	0	0	0	0
10	1962	hoogwaardig	3.47	0	0	0
10	1962	stedelijk	0	0	0	0
10	1955	grasland	1.42	0	0	0
10	1955	akkerbouw	1.83	0	0	0
10	1955	hoogwaardig	1.5	0	0	0
10	1955	stedelijk	1.7	0	0	0
10	1996	grasland	1.14	0	0	0
10	1996	akkerbouw	2.29	0	0	0
10	1996	hoogwaardig	1.63	0	0	0
10	1996	stedelijk	1.59	0	0	0
10	1960	grasland	1.08	0	0	0
10	1960	akkerbouw	1.34	0	0	0
10	1960	hoogwaardig	0.97	0	0	0
10	1960	stedelijk	1.09	0	0	0
10	1958	grasland	1.09	0	0	0
10	1958	akkerbouw	1.41	0	0	0
10	1958	hoogwaardig	0.19	103.55	300	8.63
10	1958	stedelijk	0	0	0	0
10	1957	grasland	1.03	0	0	0
10	1957	akkerbouw	1.25	0	0	0
10	1957	hoogwaardig	1.05	0	0	0
10	1957	stedelijk	1.07	0	0	0
10	1956	grasland	1.18	0	0	0
10	1956	akkerbouw	1.39	0	0	0
10	1956	hoogwaardig	1.03	0	0	0
10	1956	stedelijk	1.67	0	0	0
10	1952	grasland	1.05	0	0	0
10	1952	akkerbouw	1.25	0	0	0
10	1952	hoogwaardig	0.92	0	0	0
10	1952	stedelijk	1.33	0	0	0
10	1953	grasland	1.29	0	0	0
10	1953	akkerbouw	1.4	0	0	0
10	1953	hoogwaardig	1.37	0	0	0
10	1953	stedelijk	1.37	0	0	0
10	1954	grasland	1.34	0	0	0
10	1954	akkerbouw	4.71	0	0	0
10	1954	hoogwaardig	1.57	0	0	0
10	1954	stedelijk	2.39	0	0	0
10	1964	grasland	0.56	0	0	0
10	1964	akkerbouw	0	0	0	0
10	1964	hoogwaardig	0.03	54.79	150	3.59
10	1964	stedelijk	1.43	0	0	0
10	1966	grasland	0	0	0	0
10	1966	akkerbouw	0	0	0	0
10	1966	hoogwaardig	0.51	34.58	50	1.04
10	1966	stedelijk	0	0	0	0
10	1963	grasland	0.91	0	0	0
10	1963	akkerbouw	0	0	0	0
10	1963	hoogwaardig	1.8	0	0	0
10	1963	stedelijk	0	0	0	0
10	1124	grasland	1.58	0	0	0
10	1124	akkerbouw	0	0	0	0
10	1124	hoogwaardig	2.23	0	0	0
10	1124	stedelijk	0	0	0	0
10	1965	grasland	1.1	0	0	0
10	1965	akkerbouw	2.35	0	0	0
10	1965	hoogwaardig	-0.19	45.43	75	5.36
10	1965	stedelijk	0	0	0	0
10	1112	grasland	1.1	0	0	0
10	1112	akkerbouw	0.82	0	0	0
10	1112	hoogwaardig	0.9	0	0	0
10	1112	stedelijk	1.22	0	0	0
10	1947	grasland	1.35	0	0	0
10	1947	akkerbouw	1.13	0	0	0
10	1947	hoogwaardig	1.84	0	0	0
10	1947	stedelijk	0	0	0	0
10	1961	grasland	1.1	0	0	0
10	1961	akkerbouw	0	0	0	0
10	1961	hoogwaardig	0	0	0	0
10	1961	stedelijk	0	0	0	0
10	1123	grasland	1.6	0	0	0
10	1123	akkerbouw	0	0	0	0
10	1123	hoogwaardig	1.71	0	0	0
10	1123	stedelijk	0	0	0	0
10	1949	grasland	1.15	0	0	0
10	1949	akkerbouw	1.46	0	0	0
10	1949	hoogwaardig	0.96	0	0	0
10	1949	stedelijk	1.74	0	0	0
10	1109	grasland	1.1	0	0	0
10	1109	akkerbouw	1.55	0	0	0
10	1109	hoogwaardig	1.12	0	0	0
10	1109	stedelijk	1.36	0	0	0
10	1948	grasland	1.2	0	0	0
10	1948	akkerbouw	0	0	0	0
10	1948	hoogwaardig	1.07	0	0	0
10	1948	stedelijk	1.69	0	0	0
10	1107	grasland	1.42	0	0	0
10	1107	akkerbouw	1.94	0	0	0
10	1107	hoogwaardig	1.72	0	0	0
10	1107	stedelijk	1.31	0	0	0
10	1950	grasland	1.02	0	0	0
10	1950	akkerbouw	1.12	0	0	0
10	1950	hoogwaardig	0.46	187.06	625	1.56
10	1950	stedelijk	1.14	0	0	0
10	671	grasland	0.98	0	0	0
10	671	akkerbouw	1.2	0	0	0
10	671	hoogwaardig	1.01	0	0	0
10	671	stedelijk	1.04	0	0	0
10	1099	grasland	0	0	0	0
10	1099	akkerbouw	0	0	0	0
10	1099	hoogwaardig	0.49	0	0	0
10	1099	stedelijk	0	0	0	0
10	1835	grasland	1.13	0	0	0
10	1835	akkerbouw	0	0	0	0
10	1835	hoogwaardig	1.16	0	0	0
10	1835	stedelijk	0	0	0	0
10	1951	grasland	1.04	0	0	0
10	1951	akkerbouw	1.18	0	0	0
10	1951	hoogwaardig	1.08	0	0	0
10	1951	stedelijk	0.97	0	0	0
10	1836	grasland	1.08	0	0	0
10	1836	akkerbouw	1.24	0	0	0
10	1836	hoogwaardig	1.26	0	0	0
10	1836	stedelijk	1.5	0	0	0
10	1992	grasland	0	0	0	0
10	1992	akkerbouw	0	0	0	0
10	1992	hoogwaardig	1.33	0	0	0
10	1992	stedelijk	0	0	0	0
10	1106	grasland	1.4	0	0	0
10	1106	akkerbouw	0	0	0	0
10	1106	hoogwaardig	2.17	0	0	0
10	1106	stedelijk	0	0	0	0
10	1976	grasland	0	0	0	0
10	1976	akkerbouw	0	0	0	0
10	1976	hoogwaardig	2.19	0	0	0
10	1976	stedelijk	0	0	0	0
10	1838	grasland	1.06	0	0	0
10	1838	akkerbouw	1.73	0	0	0
10	1838	hoogwaardig	1.28	0	0	0
10	1838	stedelijk	1.55	0	0	0
10	1105	grasland	1.09	0	0	0
10	1105	akkerbouw	0.98	0	0	0
10	1105	hoogwaardig	1.28	0	0	0
10	1105	stedelijk	1.58	0	0	0
10	1974	grasland	0	0	0	0
10	1974	akkerbouw	0	0	0	0
10	1974	hoogwaardig	0	0	0	0
10	1974	stedelijk	0	0	0	0
10	1939	grasland	1.03	0	0	0
10	1939	akkerbouw	0	0	0	0
10	1939	hoogwaardig	1.34	0	0	0
10	1939	stedelijk	0	0	0	0
10	1104	grasland	1.19	0	0	0
10	1104	akkerbouw	2.39	0	0	0
10	1104	hoogwaardig	2.06	0	0	0
10	1104	stedelijk	0	0	0	0
10	1102	grasland	1.43	0	0	0
10	1102	akkerbouw	0	0	0	0
10	1102	hoogwaardig	1.66	0	0	0
10	1102	stedelijk	0	0	0	0
10	1108	grasland	1.14	0	0	0
10	1108	akkerbouw	0	0	0	0
10	1108	hoogwaardig	1.97	0	0	0
10	1108	stedelijk	1.07	0	0	0
10	1938	grasland	1	0	0	0
10	1938	akkerbouw	0.98	0	0	0
10	1938	hoogwaardig	0.66	0	0	0
10	1938	stedelijk	1.04	0	0	0
10	1101	grasland	1.37	0	0	0
10	1101	akkerbouw	1.85	0	0	0
10	1101	hoogwaardig	2.52	0	0	0
10	1101	stedelijk	0	0	0	0
10	1111	grasland	1.05	0	0	0
10	1111	akkerbouw	1.07	0	0	0
10	1111	hoogwaardig	1.1	0	0	0
10	1111	stedelijk	1.31	0	0	0
10	1100	grasland	1.42	0	0	0
10	1100	akkerbouw	1.77	0	0	0
10	1100	hoogwaardig	1.53	0	0	0
10	1100	stedelijk	1.3	0	0	0
10	1946	grasland	1.17	0	0	0
10	1946	akkerbouw	0	0	0	0
10	1946	hoogwaardig	0.33	9.53	25	3.23
10	1946	stedelijk	0	0	0	0
10	1103	grasland	1.2	0	0	0
10	1103	akkerbouw	1.83	0	0	0
10	1103	hoogwaardig	1.9	0	0	0
10	1103	stedelijk	2.39	0	0	0
10	1937	grasland	0.93	0	0	0
10	1937	akkerbouw	0.74	0	0	0
10	1937	hoogwaardig	0.22	1050.38	2100	1.75
10	1937	stedelijk	0.34	10.07	25	7.69
10	1945	grasland	0.93	0	0	0
10	1945	akkerbouw	1.64	0	0	0
10	1945	hoogwaardig	0.73	0	0	0
10	1945	stedelijk	1.82	0	0	0
10	1414	grasland	1.17	0	0	0
10	1414	akkerbouw	0.73	0	0	0
10	1414	hoogwaardig	0.67	0	0	0
10	1414	stedelijk	1.08	0	0	0
10	1995	grasland	1.1	0	0	0
10	1995	akkerbouw	1.07	0	0	0
10	1995	hoogwaardig	1.01	0	0	0
10	1995	stedelijk	1.15	0	0	0
10	1296	grasland	0	0	0	0
10	1296	akkerbouw	0	0	0	0
10	1296	hoogwaardig	0	0	0	0
10	1296	stedelijk	0	0	0	0
10	1125	grasland	0.95	0	0	0
10	1125	akkerbouw	0.47	2.05	25	14.29
10	1125	hoogwaardig	0.67	36.57	300	1.12
10	1125	stedelijk	1.19	0	0	0
10	1413	grasland	1.33	0	0	0
10	1413	akkerbouw	0	0	0	0
10	1413	hoogwaardig	0.43	0	0	0
10	1413	stedelijk	0	0	0	0
10	1411	grasland	1.22	0	0	0
10	1411	akkerbouw	1.15	0	0	0
10	1411	hoogwaardig	0.98	0	0	0
10	1411	stedelijk	0.99	0	0	0
10	1126	grasland	1.01	0	0	0
10	1126	akkerbouw	1.09	0	0	0
10	1126	hoogwaardig	0.7	76.67	425	2.09
10	1126	stedelijk	1.47	0	0	0
10	1110	grasland	1.06	0	0	0
10	1110	akkerbouw	0	0	0	0
10	1110	hoogwaardig	0.87	0	0	0
10	1110	stedelijk	1.14	0	0	0
10	1257	grasland	1.2	0	0	0
10	1257	akkerbouw	0.8	0	0	0
10	1257	hoogwaardig	0.73	0	0	0
10	1257	stedelijk	0.99	0	0	0
10	1119	grasland	0	0	0	0
10	1119	akkerbouw	0	0	0	0
10	1119	hoogwaardig	0	0	0	0
10	1119	stedelijk	0	0	0	0
10	1127	grasland	0.98	0	0	0
10	1127	akkerbouw	1.05	0	0	0
10	1127	hoogwaardig	0.48	31.18	200	6.3
10	1127	stedelijk	0	0	0	0
10	1255	grasland	1.11	0	0	0
10	1255	akkerbouw	2.12	0	0	0
10	1255	hoogwaardig	1.05	0	0	0
10	1255	stedelijk	2.14	0	0	0
10	1113	grasland	0	0	0	0
10	1113	akkerbouw	0	0	0	0
10	1113	hoogwaardig	2.55	0	0	0
10	1113	stedelijk	0	0	0	0
10	1114	grasland	1.34	0	0	0
10	1114	akkerbouw	1.64	0	0	0
10	1114	hoogwaardig	0.9	0	0	0
10	1114	stedelijk	1.46	0	0	0
10	1122	grasland	0	0	0	0
10	1122	akkerbouw	0	0	0	0
10	1122	hoogwaardig	0	0	0	0
10	1122	stedelijk	0	0	0	0
10	1134	grasland	1.1	0	0	0
10	1134	akkerbouw	0	0	0	0
10	1134	hoogwaardig	0	0	0	0
10	1134	stedelijk	0	0	0	0
10	1121	grasland	0	0	0	0
10	1121	akkerbouw	0	0	0	0
10	1121	hoogwaardig	0	0	0	0
10	1121	stedelijk	0	0	0	0
10	1131	grasland	1.08	0	0	0
10	1131	akkerbouw	0	0	0	0
10	1131	hoogwaardig	0.72	0	0	0
10	1131	stedelijk	0	0	0	0
10	1129	grasland	1.17	0	0	0
10	1129	akkerbouw	1.36	0	0	0
10	1129	hoogwaardig	1.14	0	0	0
10	1129	stedelijk	0	0	0	0
10	1116	grasland	0	0	0	0
10	1116	akkerbouw	0	0	0	0
10	1116	hoogwaardig	0	0	0	0
10	1116	stedelijk	0	0	0	0
10	1117	grasland	1.13	0	0	0
10	1117	akkerbouw	0.99	0	0	0
10	1117	hoogwaardig	0.03	70.42	200	1.49
10	1117	stedelijk	1.13	0	0	0
10	1128	grasland	1.05	0	0	0
10	1128	akkerbouw	1.06	0	0	0
10	1128	hoogwaardig	0.64	52.38	1000	2.69
10	1128	stedelijk	0.92	0	0	0
10	1252	grasland	1.08	0	0	0
10	1252	akkerbouw	1.55	0	0	0
10	1252	hoogwaardig	1.07	0	0	0
10	1252	stedelijk	1.29	0	0	0
10	1135	grasland	1	0	0	0
10	1135	akkerbouw	1.07	0	0	0
10	1135	hoogwaardig	1.05	0	0	0
10	1135	stedelijk	1.25	0	0	0
10	1132	grasland	1.15	0	0	0
10	1132	akkerbouw	1.41	0	0	0
10	1132	hoogwaardig	0.83	0	0	0
10	1132	stedelijk	0	0	0	0
10	1120	grasland	0.85	0	0	0
10	1120	akkerbouw	0	0	0	0
10	1120	hoogwaardig	0	0	0	0
10	1120	stedelijk	0	0	0	0
10	1136	grasland	1.07	0	0	0
10	1136	akkerbouw	1.13	0	0	0
10	1136	hoogwaardig	0.91	0	0	0
10	1136	stedelijk	1.15	0	0	0
10	1993	grasland	1.09	0	0	0
10	1993	akkerbouw	1.01	0	0	0
10	1993	hoogwaardig	0.8	0	0	0
10	1993	stedelijk	0.86	0	0	0
10	1152	grasland	1.12	0	0	0
10	1152	akkerbouw	1.21	0	0	0
10	1152	hoogwaardig	1.02	0	0	0
10	1152	stedelijk	1.25	0	0	0
10	1137	grasland	1.05	0	0	0
10	1137	akkerbouw	1.25	0	0	0
10	1137	hoogwaardig	0.55	106.47	250	1.37
10	1137	stedelijk	1.32	0	0	0
10	1145	grasland	1.06	0	0	0
10	1145	akkerbouw	0	0	0	0
10	1145	hoogwaardig	0.09	144.34	700	12.07
10	1145	stedelijk	0	0	0	0
10	1256	grasland	0.97	0	0	0
10	1256	akkerbouw	1.65	0	0	0
10	1256	hoogwaardig	0.93	0	0	0
10	1256	stedelijk	1.26	0	0	0
10	1416	grasland	-0.29	85.96	575	13.69
10	1416	akkerbouw	0.45	0	0	0
10	1416	hoogwaardig	-0.29	609.68	3925	11.73
10	1416	stedelijk	0.73	0	0	0
10	1991	grasland	0.91	0	0	0
10	1991	akkerbouw	0	0	0	0
10	1991	hoogwaardig	0	0	0	0
10	1991	stedelijk	0	0	0	0
10	1130	grasland	0.75	0	0	0
10	1130	akkerbouw	0.44	0	0	0
10	1130	hoogwaardig	0.44	177.65	675	1.42
10	1130	stedelijk	1.2	0	0	0
10	1146	grasland	1.06	0	0	0
10	1146	akkerbouw	1.36	0	0	0
10	1146	hoogwaardig	0.94	0	0	0
10	1146	stedelijk	1.42	0	0	0
10	1253	grasland	1.07	0	0	0
10	1253	akkerbouw	1.23	0	0	0
10	1253	hoogwaardig	0.97	0	0	0
10	1253	stedelijk	1.1	0	0	0
10	1254	grasland	1.01	0	0	0
10	1254	akkerbouw	0.8	0	0	0
10	1254	hoogwaardig	0.94	0	0	0
10	1254	stedelijk	1.12	0	0	0
10	1289	grasland	1.06	0	0	0
10	1289	akkerbouw	0	0	0	0
10	1289	hoogwaardig	0.21	0	0	0
10	1289	stedelijk	0	0	0	0
10	1153	grasland	1.08	0	0	0
10	1153	akkerbouw	1.18	0	0	0
10	1153	hoogwaardig	0.73	0	0	0
10	1153	stedelijk	1.01	0	0	0
10	1139	grasland	0	0	0	0
